season_id,season_label,anime_title,is_rerun,kind,index,song_title,artist,youtube_url,youtube_views,youtube_channel,anime_youtube_url,anime_youtube_views,anime_youtube_channel,last_searched_at
5947,2026秋アニメ,パンどろぼう,False,OP,1,パンどろぼうのうた,パンどろぼうとパンやのおじさん（CV：朝井彩加とCV：諏訪部順一）,https://www.youtube.com/watch?v=TqE3XE2Uqx4,1304,パンどろぼう / PANDOROBO【公式】,,,,2026-09-17T09:06:40
5947,2026秋アニメ,パンどろぼう,False,ED,1,Pang Pang Pang,きゃりーぱみゅぱみゅ,https://www.youtube.com/watch?v=TqE3XE2Uqx4,261331,パンどろぼう / PANDOROBO【公式】,,,,2026-09-19T09:06:45
5947,2026秋アニメ,人付き合いが苦手な未亡人の雪女さんと呪いの指輪,False,主題歌,1,シュークリーム,鈴音ひとみ,,,,,,,
5947,2026秋アニメ,冰剣の魔術師が世界を統べるⅡ,False,OP,1,Diamond Dust,Sizuk,https://www.youtube.com/watch?v=-ODi7T8akHI,5262060,Sizuk / Shunryu,,,,2026-09-19T09:07:11
5947,2026秋アニメ,冰剣の魔術師が世界を統べるⅡ,False,ED,1,COMPRESSION :[,内田真礼,https://www.youtube.com/watch?v=gwGH2aP93Ho,994923,内田真礼（UCHIDA MAAYA）Official Channel,,,,2026-09-16T09:07:47
5947,2026秋アニメ,ブラッククローバー 2nd Season,False,OP,1,消えない理由,WANIMA,https://www.youtube.com/watch?v=1BWy13nlY1A,7149,Anime Trailer アニメ,https://www.youtube.com/watch?v=1BWy13nlY1A,7149,Anime Trailer アニメ,2026-09-16T09:07:54
5947,2026秋アニメ,ブラッククローバー 2nd Season,False,ED,1,Yellow Brick Road,ONE OR EIGHT,,,,,,,
5947,2026秋アニメ,BEYBLADE X ベイキングダム編,False,OP,1,Fearless,&TEAM,https://www.youtube.com/watch?v=HvcYTLw9HiE,33838,ベイチューブ | BEYBLADE Channel,https://www.youtube.com/watch?v=HvcYTLw9HiE,33838,ベイチューブ | BEYBLADE Channel,2026-09-19T09:07:24
5947,2026秋アニメ,BEYBLADE X ベイキングダム編,False,ED,1,SPIN,BAND-MAID,https://www.youtube.com/watch?v=HvcYTLw9HiE,33838,ベイチューブ | BEYBLADE Channel,https://www.youtube.com/watch?v=OOsNusJNFlM,12104,ベイチューブ | BEYBLADE Channel,2026-09-19T09:07:32
5947,2026秋アニメ,僕らが選んだベストアドベンチャー,False,OP,1,SHAKARIKI!!,宮﨑歩・谷本貴義,,,,,,,
5947,2026秋アニメ,僕らが選んだベストアドベンチャー,False,ED,1,Limitless Dreams,宮﨑歩・谷本貴義,,,,,,,
